id;name;taxId;gender;dateOfBirth;status;externalCode;isEnriched;enrichedAt;enrichedBy;createdAt;createdBy;updatedAt;updatedBy;phone;email
1502;Cecília Gonçalves;983.316.383-99;F;02/12/1987;1;4OGI6Y50;True;30/03/2025 12:25;vitormelo;29/03/2025 22:58;mariamonteiro;08/11/2023 13:34;melissajesus71;5,555193E+12;fernanda79@yahoo.com.br
1503;Catarina Rocha;769.874.379-26;O;18/12/2005;1;;True;21/03/2025 18:16;marcelocardoso;09/12/2024 13:35;rebecasilveira;09/12/2024 13:35;rebecasilveira;5,552199E+12;lara@hotmail.com
1504;Dra. Eduarda Freitas Cruz;597.771.046-56;F;15/12/1990;2;3CTPL0UB;True;30/09/2024 18:12;nataliacardoso;10/01/2025 06:04;carlosfogaca90;27/03/2025 05:30;rafaelagoncalves;5,554200E+12;marcos@uol.com.br
1505;Nathan Jesus;671.551.852-88;M;24/04/1947;1;6L8V9TZU;True;22/11/2024 17:56;beatrizgoncalves;24/05/2024 22:07;alinepeixoto35;24/05/2024 22:07;alinepeixoto35;5,556193E+12;thiago75@uol.com.br
1506;Cauê Martins;18.050.209/1663-12;M;04/04/1977;1;VEMKRI71;False;;;02/02/2024 01:42;leticiacaldeira39;23/01/2025 09:18;andrecastro13;5,556198E+12;miguel@hotmail.com
1507;Murilo Ferreira;40.825.604/9635-00;;10/04/1963;1;2ZJWIWR1;False;;;14/11/2023 22:09;amandacorreia;19/12/2023 04:04;luizmelo;5,554194E+12;giovanna45@ig.com.br
1508;Dra. Vicente Rosa;442.272.865-64;O;24/07/1949;2;;True;04/04/2024 00:45;valentinabarros98;31/05/2024 00:47;laraalmeida;06/04/2025 07:57;mariadias;5,555195E+12;igor48@ig.com.br
1509;Dra. Valentina Lívia Cunha;237.347.078-41;O;26/06/1956;1;;False;;;08/12/2024 20:31;anafogaca;08/12/2024 20:31;anafogaca;5,552192E+12;lucas@hotmail.com
1510;Benjamin Ferreira Cavalcanti;710.103.150-59;;02/07/1975;1;;True;06/06/2024 20:52;paulonogueira;07/03/2024 01:55;cecilianunes11;07/03/2024 17:40;rebecaalves;5,557200E+12;manuela50@gmail.com
1511;Théo Santos;333.353.575-09;;02/11/1977;1;;False;;;31/12/2023 07:56;leonardoduarte;31/12/2023 07:56;leonardoduarte;5,552200E+12;samuel86@hotmail.com
1512;Daniel Silva;83.165.671/5792-01;M;25/07/1958;1;;False;;;17/04/2024 00:55;isabellacruz;03/12/2023 22:21;arthurvieira;5,558193E+12;bernardo@gmail.com
1513;Sophie Emanuel Paz;76.876.926/4204-44;;12/01/1959;2;;False;;;11/11/2023 21:34;miguelmendes;11/11/2023 21:34;miguelmendes;5,553192E+12;gabriela39@ig.com.br
1514;Dra. Isadora Freitas;13.577.437/3274-29;;05/08/2003;2;DK91DHSX;True;06/04/2024 06:28;paulobarros54;04/03/2024 06:26;caionascimento;14/11/2024 10:39;brunoreis;5,555194E+12;amanda56@uol.com.br
1515;Alice Emanuel Reis;54.458.720/0823-27;O;17/12/1952;2;;True;23/08/2024 14:30;carolinasales;03/07/2024 22:31;helenacastro4;20/04/2024 09:55;sophiaaragao;5,553200E+12;luiz@bol.com.br
1516;Heitor Cardoso;614.044.831-86;;25/11/1986;2;;False;;;06/10/2023 12:53;rodrigorezende;28/04/2025 13:34;marceloviana;5,551195E+12;gabriel@bol.com.br
1517;Ryan Lima;052.851.715-33;M;15/12/1978;1;;False;;;29/10/2023 00:04;melissaaragao67;08/01/2025 01:45;paulobarros;5,558198E+12;gustavo@gmail.com
1518;Raquel Lima Lima;906.251.239-83;;12/03/1963;2;8NS5QQVA;False;;;25/11/2024 13:33;marcosrezende;01/12/2024 22:14;brunoreis45;5,551194E+12;rafael14@ig.com.br
1519;Ian Noah Barros Pires;94.421.810/4033-43;M;21/07/1984;1;2ZL95NNL;False;;;31/12/2024 11:42;renanoliveira91;31/12/2024 11:42;renanoliveira91;5,554197E+12;diego63@gmail.com
1520;Bernardo Rosa;261.171.734-15;O;25/09/1995;1;;False;;;21/02/2025 15:23;daviribeiro56;21/02/2025 15:23;daviribeiro56;5,554196E+12;carolina22@ig.com.br
1521;Sr. Heloísa Porto;819.035.877-90;;08/03/1948;1;;True;26/03/2024 21:13;diegomendes;14/01/2024 09:05;danilooliveira;23/11/2024 03:36;gabrielacampos65;5,558197E+12;carolina@ig.com.br
1522;Sra. Raquel Souza Porto;450.102.672-91;F;16/02/1961;1;YV59ELWO;True;09/02/2025 09:28;giovannaferreira76;31/07/2024 03:34;diegovieira;15/11/2023 20:42;cecilialuz40;5,557192E+12;ricardo@gmail.com
1523;Dra. Yasmin Pereira Correia;047.552.398-41;O;12/05/1976;2;9CMOT6RS;False;;;04/05/2024 15:28;aliceribeiro;25/11/2023 01:00;melissacaldeira52;5,556192E+12;luiz@hotmail.com
1524;Amanda Pereira;55.022.851/7357-55;;12/05/2001;2;;False;;;27/04/2024 03:03;danielagomes;27/07/2024 05:11;eduardoporto;5,557192E+12;rebeca74@bol.com.br
1525;Dr. Marcelo Mota;748.585.223-36;O;24/06/1962;1;DIUW08KN;True;12/02/2025 21:16;leticiacosta;26/12/2024 11:17;beatrizmonteiro95;03/10/2024 12:34;marcosjesus90;5,553195E+12;rafael@uol.com.br
1526;Dr. Francisco Cecília Silva Silveira;297.751.637-88;;14/07/1992;2;;True;18/04/2025 16:03;rebecafernandes1;24/11/2023 11:57;miguelsilva97;24/11/2023 11:57;miguelsilva97;5,553190E+12;mariana17@ig.com.br
1527;Jéssica Jesus;112.930.440-14;F;22/07/1971;1;;True;29/01/2025 18:10;mariajesus79;01/08/2024 03:16;diegomoura;23/03/2024 10:12;pedrogoncalves;5,554196E+12;aline@gmail.com
1528;Dra. Manuela Nogueira Rosa;66.706.731/1427-87;F;02/06/2006;2;3NLWUJJM;False;;;13/08/2024 08:16;caiomelo;18/01/2025 19:12;leandrosilveira36;5,557200E+12;mariana87@bol.com.br
1529;Juliana Sarah Ferreira;70.161.582/9425-15;;03/10/1989;1;;True;10/12/2023 14:43;sophianovaes55;08/11/2024 08:33;alexandrepinto11;07/12/2023 03:35;juliacunha;5,555192E+12;cecilia@yahoo.com.br
1530;Sra. Manuela Almeida;266.778.315-50;F;01/06/2006;2;6IUCF8RR;True;08/12/2023 10:56;marinafreitas25;08/05/2024 03:25;lauragoncalves29;08/05/2024 03:25;lauragoncalves29;5,558195E+12;laura43@ig.com.br
1531;Yasmin Ferreira;95.745.901/9608-27;F;30/04/1967;1;CTIWP3MG;False;;;10/02/2024 01:39;brunopires90;10/02/2024 01:39;brunopires90;5,553194E+12;thiago@uol.com.br
1532;Sra. Gustavo Julia Campos Moraes;435.264.305-49;;15/04/2004;2;;True;28/10/2024 11:10;manuelamonteiro;12/12/2023 19:49;jessicasilva81;12/12/2023 19:49;jessicasilva81;5,555197E+12;juliana@yahoo.com.br
1533;Dr. Carlos Anthony Mota;98.836.505/7177-37;O;25/09/1959;1;;True;20/03/2024 20:19;caiobarbosa70;28/01/2024 19:39;leandrofarias;08/01/2024 00:14;beatrizlopes52;5,558196E+12;gustavo@bol.com.br
1534;Paulo Castro;938.543.286-68;O;03/02/1996;1;L9VP7OTH;True;01/09/2024 03:50;laraduarte84;23/11/2024 12:16;paulomoura39;22/12/2023 23:58;matheuscorreia41;5,556195E+12;ana@ig.com.br
1535;Sr. Isabella Araújo;472.669.414-12;F;19/01/1975;2;OMYCFWK7;True;20/03/2024 22:20;renanpeixoto73;14/01/2024 20:01;marianamoura;26/02/2024 12:53;leonardocastro;5,556193E+12;laura47@uol.com.br
1536;Sr. Caio Mendes;39.991.064/8543-47;;06/09/2006;2;X2LNS5DN;False;;;18/03/2024 23:20;joaoazevedo;19/07/2024 04:48;danielasilva22;5,554191E+12;diego@bol.com.br
1537;Ryan Ramos;61.239.706/2313-24;O;01/11/1976;1;;False;;;10/03/2024 06:56;daniloteixeira59;22/09/2024 01:49;leonardofreitas;5,551191E+12;danilo14@yahoo.com.br
1538;Dra. Rebeca Gabriela Cunha;866.898.220-43;F;13/10/1994;1;6JHVN5XL;True;03/10/2024 20:19;larareis;10/07/2024 01:04;ricardocunha41;10/07/2024 01:04;ricardocunha41;5,558200E+12;leticia50@bol.com.br
1539;Sr. Vitória Mota;941.514.218-25;F;01/09/2002;2;;True;02/10/2024 13:01;paulofreitas50;15/03/2025 19:16;nicoleteixeira34;11/05/2024 20:25;anavieira64;5,553197E+12;diego83@ig.com.br
1540;Dra. Leandro Moraes;616.853.792-23;;13/09/1963;1;;True;12/07/2024 20:14;danielafreitas;12/12/2024 16:36;anaconceicao17;27/12/2024 22:30;helenasilva;5,556195E+12;gabriela95@ig.com.br
1541;Gabriela Costa;51.370.493/3548-93;F;15/09/1980;1;;True;25/05/2024 09:14;renansales;17/04/2025 19:31;miguelnascimento37;05/08/2024 23:38;diegoteixeira;5,556191E+12;fernanda22@bol.com.br
1542;Sra. Lavínia Viana;88.933.199/3085-37;F;22/05/1963;1;DCME1FI4;True;25/05/2024 09:22;viniciuscampos69;03/05/2024 23:11;giovannagomes84;03/05/2024 23:11;giovannagomes84;5,555195E+12;natalia@gmail.com
1543;Dra. Lavínia Marina Ferreira Santos;592.523.323-54;;27/06/1963;2;;True;28/11/2024 10:11;paulomoreira89;28/10/2024 20:13;ricardolopes;30/11/2024 18:18;carloscastro;5,558193E+12;bruno@uol.com.br
1544;Emanuelly Lara Fogaça;360.149.890-30;F;02/06/1993;2;XWJ0CM59;True;17/08/2024 12:34;julianamartins3;26/05/2024 14:24;helenacorreia16;16/01/2025 03:31;vitorcostela;5,554191E+12;alice@yahoo.com.br
1545;João Costela Barbosa;410.932.094-31;;14/08/1992;2;;False;;;07/03/2025 16:15;henriqueduarte;07/03/2025 16:15;henriqueduarte;5,552198E+12;danilo33@uol.com.br
1546;Dr. Lara Jéssica Luz;257.927.184-94;F;07/09/1966;2;;False;;;26/10/2024 03:02;larissagoncalves;26/10/2024 03:02;larissagoncalves;5,558197E+12;maria77@bol.com.br
1547;Anthony Pires Moreira;800.354.306-68;M;17/08/1972;2;;False;;;19/05/2024 08:14;yasminaragao;19/05/2024 08:14;yasminaragao;5,558193E+12;vinicius31@gmail.com
1548;Sr. Sarah Aurora Rosa;960.175.274-00;;28/02/1949;1;;True;22/08/2024 23:34;paulosilva72;04/05/2025 14:54;pedroteixeira;04/05/2025 14:54;pedroteixeira;5,557193E+12;carolina32@yahoo.com.br
1549;Emanuelly Mata Cardoso;28.506.136/7274-28;;28/07/2003;1;;True;09/04/2025 19:19;igormendes;23/09/2024 02:04;camilaribeiro82;23/09/2024 02:04;camilaribeiro82;5,552192E+12;leonardo38@uol.com.br
1550;Melissa Souza;573.239.961-73;;14/07/1968;1;;True;08/02/2025 00:18;larissabarbosa40;07/01/2024 08:15;fernandamonteiro64;26/07/2024 20:08;marianarosa68;5,551198E+12;ana@gmail.com
1551;Sr. Carolina Maria Castro Freitas;634.867.303-73;F;13/03/1977;2;;True;11/03/2025 06:29;beatrizcorreia12;03/07/2024 00:48;rodrigovieira6;26/10/2024 18:14;samuelporto79;5,555194E+12;helena@ig.com.br
1552;Miguel Novaes Aragão;142.747.161-76;;16/10/1956;2;NT2MV22H;False;;;28/12/2023 23:13;jessicaduarte;08/10/2024 20:06;nataliafarias;5,557192E+12;carlos@uol.com.br
1553;Dra. Alice Porto;744.027.533-43;F;17/10/1959;2;24IB2KCK;True;31/01/2025 06:54;gustavopeixoto2;18/02/2024 15:46;thiagocruz87;10/10/2023 22:04;henriquesilva;5,552190E+12;larissa22@yahoo.com.br
1554;Maitê Duarte;871.339.795-98;O;26/01/1949;1;C58UMERU;False;;;13/12/2023 00:13;patriciacampos;13/12/2023 00:13;patriciacampos;5,552196E+12;lucas@uol.com.br
1555;Sr. Paulo Monteiro;23.437.217/0704-30;M;17/05/1964;1;;True;29/04/2024 00:47;andremartins53;18/10/2024 09:09;rafaelapeixoto;10/08/2024 19:14;daniloferreira;5,558194E+12;bruna45@uol.com.br
1556;Pedro Nunes;770.354.006-85;;08/05/1947;1;QVE038Q7;False;;;15/11/2023 11:16;alexandrenovaes30;15/11/2023 11:16;alexandrenovaes30;5,558199E+12;pedro7@yahoo.com.br
1557;Carolina Melo;400.209.075-66;O;06/02/1989;1;UXIYSLZL;False;;;01/11/2023 15:45;leticiaribeiro;01/11/2023 15:45;leticiaribeiro;5,553190E+12;joao28@gmail.com
1558;Dr. Juan Thomas Almeida Ferreira;308.835.646-57;M;28/12/1965;2;L15CD1H9;True;06/04/2025 07:29;danilocampos14;01/04/2025 22:17;felipepereira;17/06/2024 08:01;carolinaramos;5,552196E+12;bruna@uol.com.br
1559;Benício Caldeira;910.548.140-58;;05/11/1986;2;;False;;;05/10/2024 08:01;laraconceicao4;05/10/2024 08:01;laraconceicao4;5,557190E+12;pedro@yahoo.com.br
1560;Dr. Rodrigo Ian Reis;29.816.911/0973-56;;11/08/2007;2;ZDGNQTR5;False;;;25/03/2025 07:04;leandroalves;26/01/2024 23:13;bernardofreitas;5,556193E+12;melissa@bol.com.br
1561;Sophie Costela;90.078.910/7838-03;F;28/02/1983;1;;True;23/04/2024 00:30;matheusgoncalves;16/11/2023 08:19;biancaalmeida68;31/10/2024 08:42;andrecosta;5,553200E+12;yasmin@bol.com.br
1562;Sr. Bruna Bryan Pereira;810.420.036-11;;28/06/1973;2;BSGSSX8W;True;21/12/2024 08:42;caiolima;08/12/2024 21:31;lauramartins;26/01/2025 01:37;ricardorocha;5,552197E+12;felipe82@uol.com.br
1563;Clara Rocha Almeida;110.675.127-42;F;10/01/1968;2;457T7U6Q;False;;;05/02/2025 09:43;andrecampos;17/04/2025 04:26;fernandacampos35;5,553191E+12;vitor19@gmail.com
1564;Jéssica Duarte;27.180.309/5944-18;F;31/10/1958;2;QMWW0P4C;True;13/04/2024 22:56;beatrizsilva;03/10/2024 17:17;brunavieira57;18/04/2024 15:14;manuelacavalcanti;5,557194E+12;maria@hotmail.com
1565;Dra. Pietra Silveira;688.792.478-03;O;23/12/1981;1;;False;;;13/02/2025 06:05;lucasaraujo99;15/09/2024 08:22;laurasilva47;5,553191E+12;manuela29@hotmail.com
1566;Dra. Marcos Yuri Fernandes;803.822.070-33;;25/08/1999;2;0TOT4XJA;True;18/01/2025 05:36;danielaaragao23;12/05/2024 09:07;miguelpaz;27/05/2024 04:46;diegoteixeira;5,556199E+12;joao@hotmail.com
1567;Dra. Sarah Helena Pinto;45.776.626/9851-98;;22/01/1953;2;CUWL0JAC;False;;;27/01/2024 18:16;eduardoramos;27/01/2024 18:16;eduardoramos;5,554199E+12;julia@uol.com.br
1568;Yasmin Viana;454.990.481-50;F;30/04/1977;1;WVHU8OOE;True;24/01/2025 20:21;alinefreitas31;14/04/2025 05:34;caiomota65;28/02/2025 14:15;leticiaaragao;5,552195E+12;vinicius@uol.com.br
1569;Thales Caldeira;768.623.629-26;M;27/02/1948;1;E9CRAOOJ;False;;;08/03/2025 23:13;alexandrefogaca55;14/02/2025 17:11;pedrorosa90;5,552196E+12;sophia@uol.com.br
1570;Srta. Rodrigo Peixoto Luz;05.002.447/9505-52;;19/09/1964;2;MQAEDIRS;True;09/11/2023 19:17;leandrocavalcanti;06/11/2023 22:12;larissamelo;26/02/2025 02:56;andrecunha78;5,554199E+12;beatriz@uol.com.br
1571;Clara Almeida;805.567.134-10;F;15/12/1960;1;MI3B04WY;True;11/10/2023 17:18;matheuscastro9;07/07/2024 15:13;amandapires;07/07/2024 15:13;amandapires;5,554198E+12;rafael93@gmail.com
1572;Lavínia Freitas Monteiro;466.465.474-93;O;21/12/1980;1;5VMCJPM7;False;;;27/04/2024 01:14;nataliabarbosa87;27/04/2024 01:14;nataliabarbosa87;5,555193E+12;rebeca75@yahoo.com.br
1573;Srta. Danilo Oliveira;23.168.103/5815-64;;22/01/1956;1;0UA7087J;False;;;05/03/2024 04:47;mariamelo66;05/03/2024 04:47;mariamelo66;5,551190E+12;leandro@hotmail.com
1574;Renan Rosa Cunha;297.121.475-13;;01/09/1945;2;EWOZKZNJ;True;02/07/2024 06:14;davigoncalves;05/12/2023 15:58;biancamonteiro66;05/12/2023 15:58;biancamonteiro66;5,552191E+12;rafaela38@ig.com.br
1575;Théo Murilo Santos;25.212.729/7813-40;M;22/11/1997;2;;True;17/11/2024 06:59;jessicagomes;21/01/2025 00:11;rafaelalves90;12/03/2024 14:57;renanpires;5,553196E+12;marcos84@hotmail.com
1576;Vinícius Lima Silveira;812.124.203-87;M;11/03/1981;1;L8G2GHVC;True;02/12/2023 08:08;gabrielpaz94;29/03/2024 02:31;gustavonascimento4;12/09/2024 03:20;ceciliaramos;5,556199E+12;enzo14@uol.com.br
1577;Srta. Lucca Melissa Araújo Nogueira;197.843.627-68;;08/06/1980;1;ZM177FU1;True;12/11/2024 09:23;valentinamartins29;25/04/2024 20:03;rafaelapires67;09/04/2024 06:21;rafaeloliveira;5,551198E+12;marcelo@ig.com.br
1578;Dra. Clarice Peixoto;563.118.920-21;F;19/12/1980;2;;True;05/11/2024 07:38;anateixeira4;19/09/2024 01:20;marcosbarbosa;19/09/2024 01:20;marcosbarbosa;5,554192E+12;rafael@ig.com.br
1579;Eduarda Olivia Caldeira Silva;74.391.262/7288-28;;02/01/1999;2;KIVA4RV8;True;05/05/2024 08:02;julianaluz4;19/04/2024 23:17;rafaellima15;11/10/2024 07:09;gabrielsales;5,554199E+12;camila61@ig.com.br
1580;Sr. Rafael Barros;330.091.989-85;;12/10/1954;1;;True;27/09/2024 03:29;jessicapires;29/01/2024 05:53;melissaviana;29/01/2024 05:53;melissaviana;5,555191E+12;marina@gmail.com
1581;Sra. Daniel Fogaça;100.314.677-41;O;16/10/1981;1;;False;;;30/07/2024 23:29;marcosalves;18/12/2023 09:41;diegoviana25;5,558199E+12;enzo@uol.com.br
1582;Isadora Vitória Monteiro;09.071.137/0876-01;F;18/11/1983;2;3O6T09TV;True;13/01/2024 14:33;biancajesus;19/11/2024 08:38;patriciamartins53;19/11/2024 08:38;patriciamartins53;5,557200E+12;aline69@ig.com.br
1583;Gustavo Sales;798.388.032-18;M;03/01/1997;2;Y4L7ZRXM;False;;;06/02/2024 05:59;biancamelo19;06/02/2024 05:59;biancamelo19;5,556191E+12;ricardo@hotmail.com
1584;Dr. Laura Esther Silveira Rezende;724.299.915-25;F;24/05/1967;1;C229RT54;True;09/01/2024 03:28;luizfernandes;15/12/2023 17:39;joaoconceicao56;10/02/2025 10:28;helenafogaca90;5,552200E+12;ricardo36@uol.com.br
1585;Clara Raquel Lima;41.330.558/2500-42;F;10/09/1987;1;FL4BMEY8;False;;;25/08/2024 09:00;jessicanovaes;25/08/2024 09:00;jessicanovaes;5,554199E+12;igor@ig.com.br
1586;Dr. Leandro Elisa Ferreira;92.938.423/4876-78;;09/10/1950;1;SJWHQLRX;False;;;19/06/2024 08:05;renanporto40;15/06/2024 22:03;renancavalcanti32;5,554200E+12;diego@yahoo.com.br
1587;Dr. Raquel Rebeca Vieira;96.743.787/1554-47;;04/04/1971;1;;False;;;29/04/2025 19:09;helenamoura52;29/04/2025 19:09;helenamoura52;5,558197E+12;paulo@bol.com.br
1588;Maria Nicolas Araújo Monteiro;593.788.671-75;O;01/05/1998;2;;False;;;11/11/2024 01:41;leticiabarbosa52;13/11/2023 13:16;danielaaragao;5,557191E+12;laura@uol.com.br
1589;Srta. Carolina Paz;73.042.755/0461-57;F;04/05/2000;1;;True;31/08/2024 16:11;leonardoramos61;06/12/2023 01:31;igormoura;10/11/2023 22:30;larafogaca3;5,555198E+12;natalia28@bol.com.br
1590;Dr. Mariana Agatha Nogueira;782.494.893-60;F;07/12/1949;2;;False;;;05/04/2025 21:14;rafaelcaldeira85;19/09/2024 23:52;rebecajesus71;5,557195E+12;daniela31@gmail.com
1591;Dra. Stella Lima;337.909.775-68;;22/07/2007;1;IP62CA7G;True;29/09/2024 01:52;lucascardoso87;11/08/2024 12:52;nicoleluz75;25/02/2025 08:48;carolinavieira73;5,554191E+12;juliana@uol.com.br
1592;Dr. Bruno Castro Campos;053.559.160-49;;10/11/1952;2;;False;;;28/01/2025 08:52;arthuralmeida;28/01/2025 08:52;arthuralmeida;5,557194E+12;henrique@uol.com.br
1593;Sra. Heloísa Pires;863.592.291-76;;07/10/1953;1;;True;28/09/2024 23:23;marcoscaldeira;13/11/2024 18:05;arthurmartins;14/01/2024 15:46;thiagoconceicao;5,554197E+12;vitor@bol.com.br
1594;Sra. Gustavo Moraes;596.254.886-68;;18/07/1947;1;G5JXUP8S;True;03/01/2024 07:51;valentinamoraes;01/03/2024 13:03;lucassales;06/01/2025 14:28;danielareis;5,556191E+12;henrique69@gmail.com
1595;Sr. Elisa Fernandes;192.122.331-68;;24/07/1989;2;B6C6746P;False;;;12/01/2024 15:13;larissafreitas;11/08/2024 13:28;gustavobarbosa30;5,557196E+12;marcelo2@ig.com.br
1596;Dr. Felipe Farias;12.259.434/6640-91;;02/10/1999;1;;False;;;17/01/2025 02:38;amandaramos26;17/01/2025 02:38;amandaramos26;5,553200E+12;melissa67@uol.com.br
1597;Dr. Thales Sales Nunes;862.364.680-92;M;21/07/1988;2;JHXQDBJO;True;01/08/2024 07:33;carolinacastro44;06/11/2023 11:49;alinecampos75;24/07/2024 05:45;eduardoalmeida85;5,556190E+12;rafaela@hotmail.com
1598;Dr. Rafael Silveira Fogaça;53.684.766/7923-41;M;20/04/1992;2;;False;;;10/10/2023 07:58;henriquenovaes78;18/04/2024 09:10;mariamartins92;5,554192E+12;rafael@uol.com.br
1599;Kevin Costela;15.823.412/9001-33;M;06/07/1999;2;18ZMHPZ5;True;06/12/2023 05:49;leticiasales;01/12/2024 10:59;danielaalmeida;05/05/2025 06:14;leonardomartins;5,552197E+12;enzo@ig.com.br
1600;Sr. João Duarte;785.775.396-02;M;24/04/1965;2;;False;;;29/04/2024 17:28;giovannacampos;29/04/2024 17:28;giovannacampos;5,554198E+12;danilo38@gmail.com
1601;Felipe Costa;208.722.704-32;;19/07/1964;1;DLYXM1LB;True;21/07/2024 11:41;caiorezende95;09/05/2024 22:19;caiomonteiro32;03/11/2024 07:50;marinaalves92;5,551193E+12;natalia@yahoo.com.br
1602;Srta. Daniela Nunes Nascimento;214.146.952-98;F;18/02/1992;1;D3N3T7JW;False;;;18/05/2024 05:19;renanpires;07/01/2024 12:30;jessicacaldeira67;5,553190E+12;vinicius84@yahoo.com.br
1603;Srta. Ricardo Renan Viana Sales;933.254.093-07;M;23/02/1985;1;;True;12/11/2024 16:20;brunosilva;22/11/2023 22:27;carlosmata14;27/02/2025 11:37;laracaldeira;5,553196E+12;alexandre@gmail.com
1604;Sra. Cecília Moreira;581.004.556-51;F;26/01/1964;2;;False;;;03/12/2023 09:22;marcospinto62;03/12/2023 09:22;marcospinto62;5,552192E+12;valentina@yahoo.com.br
1605;Olivia Pires;856.769.101-79;F;24/05/1967;2;JGG5AJEQ;False;;;30/03/2024 14:32;enzorocha5;30/03/2024 14:32;enzorocha5;5,555190E+12;aline@gmail.com
1606;Emanuelly Alves;590.625.535-54;;14/12/1965;2;ZFYO90TD;False;;;13/04/2025 00:44;fernandapereira;13/04/2025 00:44;fernandapereira;5,558191E+12;enzo@gmail.com
1607;Caroline Lavínia Farias;990.029.688-75;F;02/10/1986;2;;True;17/12/2023 08:28;mariamata11;03/09/2024 21:34;giovannafogaca38;22/07/2024 14:30;rafaelanascimento71;5,552194E+12;sophia@hotmail.com
1608;Sr. Rodrigo Duarte;782.843.491-24;;31/03/1972;2;W4MQ4PPP;False;;;17/12/2024 07:53;igorribeiro17;01/02/2024 05:13;bernardomoreira;5,557194E+12;julia59@uol.com.br
1609;Dr. Gustavo Nogueira;679.378.044-05;O;21/04/1975;1;7LWYDW9Y;False;;;15/11/2024 01:32;biancagoncalves92;28/12/2023 07:06;eduardonovaes15;5,556193E+12;miguel@uol.com.br
1610;Emilly Costa;76.052.039/9804-61;F;29/07/1996;2;;True;22/04/2025 23:25;julianasantos;08/01/2025 15:53;henriquefarias;08/01/2025 15:53;henriquefarias;5,557194E+12;patricia62@bol.com.br
1611;Sr. Thales Lívia Nogueira;593.318.555-22;O;26/09/2006;2;;False;;;16/12/2023 16:49;laurapaz49;16/12/2023 16:49;laurapaz49;5,556198E+12;gabriela@uol.com.br
1612;Sra. João Caldeira;232.182.327-40;O;02/07/1951;1;OLMWL4X5;False;;;23/04/2025 19:37;patriciasouza;14/03/2024 03:43;laraaragao74;5,558200E+12;diego@yahoo.com.br
1613;Ricardo Jesus;31.844.465/8997-66;;28/08/1990;1;;True;16/08/2024 11:23;matheusalmeida;17/04/2024 07:37;rodrigobarros;15/04/2025 10:26;leandrogomes7;5,555198E+12;felipe@hotmail.com
1614;Dra. Manuela Nogueira;81.626.820/1745-67;F;03/08/1971;2;EY87ATXQ;True;24/04/2024 08:00;daniloalmeida64;26/12/2024 03:26;davimata;18/09/2024 09:33;leandrooliveira;5,554195E+12;gabriela59@bol.com.br
1615;Clarice Mata;844.388.444-58;O;15/02/1946;1;GJM1IGIC;False;;;31/01/2025 13:11;enzoteixeira;31/01/2025 13:11;enzoteixeira;5,551194E+12;renan@bol.com.br
1616;Sr. Miguel Lima;807.988.015-64;M;08/08/1982;1;;True;04/08/2024 01:00;carolinamonteiro;15/11/2024 13:36;julianavieira12;15/11/2024 13:36;julianavieira12;5,558190E+12;cecilia@yahoo.com.br
1617;Marina Paz;881.624.550-41;F;14/03/1949;2;;True;19/09/2024 12:17;alexandremelo;30/12/2024 20:12;pedrocorreia;27/10/2023 13:43;igorfreitas;5,555195E+12;felipe15@yahoo.com.br
1618;Sr. Felipe Luigi Gonçalves Lopes;702.055.205-88;M;14/07/1968;1;;True;27/04/2024 12:06;diegomoura;24/04/2025 12:36;renanramos15;24/04/2025 12:36;renanramos15;5,556199E+12;helena@bol.com.br
1619;Sra. Caroline Pedro Sales;791.746.674-65;;19/08/2006;1;XSD08L4N;False;;;17/07/2024 03:26;ricardorosa;17/07/2024 03:26;ricardorosa;5,555190E+12;gustavo@uol.com.br
1620;Ryan Aragão;71.578.880/2292-50;M;25/12/1991;1;;True;08/04/2024 04:53;melissaazevedo31;26/11/2023 21:56;beatrizrezende26;27/02/2024 01:59;gabrielacampos48;5,551194E+12;giovanna@hotmail.com
1621;Dra. Igor Rosa Barros;120.775.867-67;;05/10/1945;1;I5NCWDF2;False;;;08/03/2024 11:58;caiobarros28;08/03/2024 11:58;caiobarros28;5,557191E+12;gabriel@gmail.com
1622;Srta. Marina Ribeiro;50.669.639/1182-95;;11/10/1980;2;YYHUL2JS;True;28/02/2024 10:12;sophiapires;05/03/2024 00:03;alinecavalcanti66;24/12/2023 13:16;carlospeixoto38;5,552195E+12;vitor@gmail.com
1623;Sra. Clara Porto Rezende;801.251.312-00;F;03/03/1951;2;G03F7Q9I;True;06/03/2025 13:18;rafaelnascimento;22/10/2023 21:41;patriciacruz;22/10/2023 21:41;patriciacruz;5,556200E+12;ana@hotmail.com
1624;Pietro Pereira Rodrigues;859.342.715-76;;11/07/1972;1;C2K58UO5;True;21/01/2025 11:38;gabrielamoraes;28/05/2024 03:26;isabellasantos;13/06/2024 06:01;leonardocruz14;5,554195E+12;helena@gmail.com
1625;Sra. Amanda Porto;592.108.914-37;O;31/07/1993;2;;False;;;18/08/2024 14:48;julianamoreira93;05/02/2024 10:47;leticiamartins;5,558194E+12;manuela@uol.com.br
1626;Sr. Bernardo Duarte Oliveira;36.657.359/1916-26;;12/03/1974;2;YE5KY4PT;True;12/12/2024 17:27;beatrizfarias86;28/03/2025 11:45;gustavocastro;28/03/2025 11:45;gustavocastro;5,551197E+12;bernardo@gmail.com
